genre,title,thumbnail,year,synopsis,duration
Scifi,The Fifth Element,https://i.imgur.com/FO4iY2r.mp4,1997,"In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",126
